Username,Create Time,Teks
BudiBukanIntel,Fri Feb 21 04:07:25 +0000 2025,ngobok ngobok lpse polri dapet ginian wkwkwkwkwkwk ajg hp lu kaga aman coyy siap siap kena retas aksi saran gua hp matiin sinyal lokasi klo mau upload apa apa socmed jauh dulu matiin verif by phone number indonesiagelap
hrdbacot,Thu Feb 20 18:22:20 +0000 2025,terimakasih murz jelas indonesiagelap bahasa startup biar erti tech bros or girls sini
barengwarga,Fri Feb 21 06:17:25 +0000 2025,mobil mudah mudah perlu guna kalau warga butuh bantu medis rapat mobil ambulance atau kontak indonesiagelap
logos_id,Fri Feb 21 09:38:52 +0000 2025,suasana aksi sudah reda indonesiagelap
uyoktweet,Fri Feb 21 12:38:54 +0000 2025,dar jejak mana kaki diri pihak jakarta anonim manusia indonesiagelap
PaltiWest2024,Fri Feb 21 12:39:10 +0000 2025,rame pkl indonesiagelap kamibersamasukatani
txtbpn,Fri Feb 21 02:18:45 +0000 2025,akhir balikpapan turun aksi indonesiagelap
Mdy_Asmara1701,Sat Feb 22 04:46:56 +0000 2025,momen anggota dprd jatim lempari botol aksi indonesiagelap
NKRIndonesia79,Wed Feb 26 01:59:25 +0000 2025,aja udah gelap pak bagaimana bansos duga korupsi ikn psn food estate timah duga korupsi kakap lain hukum lembek gelap pak indonesia gelap mafia koruptor yang tak sentuh hukum dekat dgn kuasa
TOM5helby,Sat Mar 01 01:26:07 +0000 2025,tuntut indonesiagelap harus tambah turun harga bbm mahal harga bbm indonesia akibat korupsi yang kayak gak pernah habis
P3JU4N90P05iSi,Sun Feb 23 07:18:13 +0000 2025,badru bocah special asli menteng salah satu alumni satu yang ikut ramai aksi indonesia gelap kemarin prabowomuridpatuhjokowi prabowomuridpatuhjokowi
ch_chotimah2,Fri Feb 21 01:18:15 +0000 2025,kemarin lukis turun pamer hari lagu cabut edar ga adil rasa lukis bantu viral kan lagu bayar bayar bayar kamibersamasukatani indonesiagelap
Piyusaja2,Sat Feb 22 01:28:09 +0000 2025,trio indonesia gelap
eunsangsenpai,Fri Feb 21 01:05:29 +0000 2025,polisi bunuh karya indonesiagelap artistbersuara kamibersamasukatani
PngAdilnR4kyt,Sat Feb 22 10:29:44 +0000 2025,massa tembak petas arah polisi aksi unjuk rasa indonesia gelap patung kuda ricuh tanda seru ganda jokowiluhutmusuhrakyat jokowiluhutmusuhrakyat tombol sos tombol
kenhans03,Sat Feb 22 15:36:29 +0000 2025,salah satu fungsi seni kritik sosial indonesiagelap
Boediantar4,Sat Feb 22 01:13:00 +0000 2025,tuntut mahasiswa kok ngga adilijokowi biang indonesiagelap
barengwarga,Fri Feb 21 11:55:59 +0000 2025,nyala individu lawan nyala gelap habis tak sisa tak sisa indonesiagelap
buzlight,Fri Feb 21 08:30:26 +0000 2025,hari turun aksi tani teman disabilitas jadi aksi buah ruang yg aman utk semua kalang indonesiagelap
Boediantar4,Fri Feb 28 03:33:06 +0000 2025,hidup jokowiiiiii rontok indonesia indonesiagelap otak mana otak gas gas ndasmu gas gas ndasmu gas gas ndasmu
AthifYahya,Sun Feb 23 14:08:05 +0000 2025,siapa bilang indonesia gelap indonesia terang benderang inspirasi lirik prabowo suka ria
V3g3L,Sat Mar 01 00:59:50 +0000 2025,pabrik alat musik yamaha yg ancam tutup demo karyawan yamahayakin gak itu indonesiagelap
humaspoldajbr,Sat Mar 01 01:07:20 +0000 2025,hoaks bagi uang mahasiswa demonstran indonesia gelap edar buah unggah media sosial facebook tiktok klaim bagi uang mahasiswa aksi indonesia gelap februari unggah sebut lihat mahasiswa almamater kuning
__PASMANTAP,Fri Feb 21 12:30:43 +0000 2025,oi oi oi parcok ama lirik lagu aja radang komunitas punk paksa turun gunung ayo semangat mana suara punk yg nih mumpung ada panggung nih gas kan indonesiagelap
NalarPolitik_,Fri Feb 21 02:14:47 +0000 2025,indonesia gelap miskin bukan sebab ekonomi hukum atur tidak baik pihak oligarki lawan indonesiagelap kaburajadulu kamibersamasukatani paha jokowi opung hades hasto konsisten rano karno
neVerAl0nely,Fri Feb 21 13:09:33 +0000 2025,massa aksi indonesia gelap patung kuda jakarta blokade jalan sekitar patung kuda jumat
ch_chotimah2,Sat Feb 22 23:57:16 +0000 2025,ade cantik lebih pintar ceboker mulyono indonesiagelap krn orang bodoh mereka moga ade ga dikatain kaum sakit hati kalah pilpres anak abah kaum lobet krn generasi cerdas dia lahir pimpin cerdas
EVENISTRA,Sat Feb 22 01:11:02 +0000 2025,versi bahasa indonesia boy indonesiagelap darkindonesia
AbrSamad,Sun Feb 23 08:14:12 +0000 2025,feri amsari indonesia gelap adil jokowi amp keluarga hemat vs investasi danantara lengkap youtube abraham samad speak up jangan lupa subscribe comment like amp share
NalarPolitik_,Fri Feb 21 04:08:37 +0000 2025,kaburajadulu indonesiagelap kamibersamasukatani kamibersamahasto
Jelli_cent,Fri Feb 21 07:57:58 +0000 2025,konon ktnya mahasewa bayar nyata pak hasto tangkap msh demo hei dodol mreka demo ga bela in pdip kader tp bain rakyat kelen jg yg nikmat klo hasil long march aksi indonesiagelap tuju patung kuda hr
AbrSamad,Tue Feb 25 12:20:59 +0000 2025,yanuar jokowi sebab indonesia gelap indonesia seperti bangladesh danantara bagi oligarki amp perintah saksi lengkap youtube abraham samad speak up jangan lupa subscribe comment like amp share
liaasister,Thu Feb 20 01:50:24 +0000 2025,indonesiagelap jadi berita luar negri perintah sekarang bisa tutup nutupi situasi negara sudah carut marut negri karena memang indonesia sedang baik baik berita nya gema jauh makin fikir fikir
HisyamMochtar,Tue Feb 25 11:36:48 +0000 2025,pertamina nyaris kompetitor aja korupsi gila an gimana danantara tak sentuh auditor indonesiagelap
barengwarga,Thu Feb 20 06:24:04 +0000 2025,jogja hari indonesiagelap
BudiBukanIntel,Fri Feb 21 04:25:39 +0000 2025,beku rekening atas dasar apa indonesiagelap
satyabumi,Mon Feb 24 13:12:00 +0000 2025,perlahan hilang gelap buah tambang emas hutan tapanuli diam diam buka lahan habitat orangutan tapanuli indonesia gelap versi keanekaragaman hayati indonesiagelap saveorangutantapanuli missinglink
enoliska_,Sat Feb 22 04:01:10 +0000 2025,sama teman teman yg cuti ikut dalam aksi indonesia gelap februari
hnirankara,Wed Feb 26 03:43:10 +0000 2025,pantes mau bubar perintah tolol indonesiagelap
BiLLRaY2019,Mon Feb 24 11:54:48 +0000 2025,tiga orang kalau ada ibu megawati gak jadi presiden indonesiagelap kaburajadulu
ZAEffendy,Thu Feb 27 09:46:23 +0000 2025,waris mulyono janji besar pertamina kalah petronas pertamina prediksi bangkrut perintah jokowi pinjam uang pertamina rp triliun korupsi pertamax taksir rp triliun sangkal indonesia gelap nalar indonesiagelap
__AnakKolong,Fri Feb 21 07:25:27 +0000 2025,dadak parjo jemaah pilih akronim parjo utk hindar sebut laler ijo demikian pandang belum ubah bhw hama umum darat bukan laut bukan udara indonesiagelap fufufafaaibnasional
NenkMonica,Fri Feb 21 08:45:15 +0000 2025,banyak karyawan yg kerja pt mayora indah tbk jayanti alami phk scr pihak usaha putus tuai protes dr kerja nilai bijak sebut adil langgar hak hak ketenagakerjaan indonesiagelap
AlnilamOmar,Sat Feb 22 02:06:21 +0000 2025,tuju banget siapa bilang lapor polisi bayar lapor polisi gratis semangat terus sukatani indonesia gelap
yaniarsim,Thu Feb 27 23:53:00 +0000 2025,korupsi pt angkut sungai danau penyebrangan ferry indonesia asdp capai t korupsi sempat hidup jokowi hidup jokowi indonesiagelap
PakarINTELek,Fri Feb 21 09:47:39 +0000 2025,makin intimidasi rakyat makin satu boleh paksa take down lagu sukatani bayar anda bisa hilang dari tugu tani patung kuda pdip indonesiagelap kanye west siang ozil jawa tengah jokowi mikha
__AnakKolong,Thu Feb 27 15:42:48 +0000 2025,tak sekali bikin ribut terlalu muda jadi dancuk komandan pucuk daerah mesti anak periksa terlalu muda tengil b u t r i b u t ini bukan wajan indonesiagelap
kompascom,Fri Feb 21 11:22:23 +0000 2025,salah satu peserte demo indonesia gelap turut suara isi hati buah orasi depan patung kuda jakarta pusat jumat efraim rupa kerja sengaja cuti turut aksi demo kali content kreator dian reinis mampung
kompascom,Fri Feb 21 10:06:56 +0000 2025,massa demo indonesia gelap bawa agam poster sampai orasi patung kuda tanah abang jakarta pusat jumat mulai bawa poster nada protes hingga singgung bijak perintah content kreator dian reinis mampung produser
WongIndonesiaOK,Sat Feb 22 03:57:37 +0000 2025,saat milik chairul tanjung cnn indonesia cnbc indonesia trans trans tv trans vision corong indonesiagelap
karimasoyou,Fri Feb 21 13:19:30 +0000 2025,sangat mudah intel parcok tengah demo indonesiagelap tangkap karima si oposisi mantan jurnalis yg dikunciin jokowi etmint
kumparan,Fri Feb 21 08:23:58 +0000 2025,mahasiswa kelompok masyarakat sipil bagai daerah turun jalan jumat masuk jakarta usung tema indonesiagelap suara kritik perintah ketidakpuasan atas kondisi negeri rangkai aksi lewat gedung
justikanew,Fri Feb 21 04:20:27 +0000 2025,kata berani kritik paling pedas polisi jadi sahabat kapolri kok suruh minta maaf indonesiagelap kamibersamasukatani
Naz_lira,Fri Feb 21 10:13:13 +0000 2025,sumpah bukan cuma malu jijik bilang indonesia gelap rela stripe amp style rezim tuju arah tangan besi memang sampai sih on the way korea utara bendera korea utara dikit mungkin
Boediantar4,Fri Feb 21 10:26:39 +0000 2025,tembus taiwan tv negara luar berita tv indonesia tdk berita tanda seru ganda sekarang sdh beritain sampe malaysia italia moga korsel jepang arab ke eropa indonesia sdg tdk baik baik indonesiagelap indonesiagelap
Muslim_AntiPKI9,Thu Feb 27 01:20:27 +0000 2025,negeri maling sulit ban sial nya tindak tangkap maling kecil boss maling nya tetap aman sejahtera pantes lah indonesiagelap indonesiandasmu
MichelAdam717,Sat Feb 22 02:01:21 +0000 2025,aksi indonesia gelap ke jepang ribu mahasiswa laku aksi judul indonesia gelap lawan bijak perintah prabowo utama hal potong anggar anggar didik potong masa depan indonesia gelap jokowiluhutmusuhrakyat
Kanseulir,Wed Feb 26 14:35:36 +0000 2025,paradokser kata indonesia bubar paradokser kata lihat indonesia gelap siapa au akh hap
kompascom,Sat Feb 22 08:06:20 +0000 2025,massa aksi gabung indonesia gelap gelar demonstrasi kawasan patung kuda arjuna wijaya jakarta pusat jumat aksi sebut koalisi masyarakat sipil baca tuntut sampai para orator ganti atas mobil
tanyakanrl,Tue Mar 26 02:15:10 +0000 2024,nyata banyak yg ga bedain bendera indonesia sama monaco wkwk klo merah gelap kaya gambar monaco bendera monako klo terang indo bendera indonesia
barengwarga,Thu Feb 27 09:54:56 +0000 2025,update makassar tim lbh makassar intimidasi piting anggota polrestabes makassar hendak beri akses bantu hukum massa aksi indonesiagelap tahan
akuratco,Fri Feb 21 08:12:28 +0000 2025,long march aksi indonesiagelap patung kuda jakarta pusat jumat
walhinasional,Fri Feb 21 10:41:16 +0000 2025,itu padarincang aparat polisi terus tangkap santri juang lingkung hidup pabrik ayam indonesiagelap
infoXwor_,Fri Feb 28 12:24:15 +0000 2025,hilal lihat soal indonesia gelap
Boediantar4,Sat Feb 22 09:14:44 +0000 2025,pdip memang cocok jadi oposisi ayo lanjut tanda seru ganda kau yg mulai lewat tugas partai indonesiagelap kau yg akhir indonesiagelap
Brianwksn,Fri Feb 21 10:15:06 +0000 2025,indonesiagelap sukatani
tfsurabaya,Sat Feb 22 01:04:58 +0000 2025,selamat pagi coba tebak siapa ulang tahun dirayain ig dinas ps video sudah beberapa hari lalu sengaja baru post sekarang tidak ganggu indonesiagelap
liaasister,Wed Feb 26 20:42:51 +0000 2025,memang terlalu seluruh rakyat bohong bensin oplos korupsi nya ratus triliun arti langsung tahun tahun indonesiagelap adilijokowi
fyzagon,Fri Feb 21 17:05:52 +0000 2025,dear kawan kawan juang sila pakai aset foto aksi indonesiagelap februari tadi perlu kredit pake aja
EviDrajat,Sun Feb 23 14:29:09 +0000 2025,buah busuk jatuh gk jauh pohon bapak janji mau buka juta lapang kerja anak janji juta blm yg tepat fakta sekrg phk jadi besar an buang pdip indonesiagelap adilijokowi
neVerAl0nely,Fri Feb 21 17:47:35 +0000 2025,indonesia gelap solidaritas
cobeh2022,Sat Feb 22 06:38:37 +0000 2025,indonesia gelap
hnirankara,Fri Feb 28 16:38:29 +0000 2025,kelen tau gak et ngurus usaha sendiri aja gak becus liat gera saham milik malah sekarang bumn aset kelola danantara mana si et jadi ketua dewan awas lama jabat jadi menteri bumn banyak bumn rugi indonesiagelap
nctzenhumanity,Fri Feb 21 10:10:23 +0000 2025,ambulance indonesiagelap depan indosat
convomf,Tue Feb 18 11:40:06 +0000 2025,aku aja di kalian sama indonesia gelap di instagram sepi bgt kalau aku share tamplate tu kira fomo gk kek aku brnan greget
kevinpramudya_,Fri Feb 21 12:39:07 +0000 2025,hati hati narasi mahasiswa rusuh pada aksi indonesiagelap hari saya hadir malam ga intruksi sama sekali buat ricuh apa kecuali provokator gatau tiba tiba nyalain petas macam bom molotov
neVerAl0nely,Fri Feb 21 16:25:38 +0000 2025,update kabar kawan kawan lembaga bantu hukum makassar masih dapat halang laku damping massa aksi indonesiagelap tangkap
beritaKBR,Fri Feb 21 08:54:05 +0000 2025,bagai macam poster bawa serta aksi indonesiagelap hari di area istana negara jakarta pusat foto kbr malika
BBCIndonesia,Fri Feb 21 00:51:00 +0000 2025,heru susilowati salah satu serta aksi unjuk rasa era reformasi tuju istilah indonesiagelap sebut mahasiswa kondisi tidak baik harga terus naik
DS_yantie,Fri Feb 21 06:37:32 +0000 2025,bukan fiksi gaes ini indonesiagelap
gagal_hijrah,Mon Feb 24 14:21:55 +0000 2025,ingat hti serta underbownya kampus yg nama gema bebas sangat piawai dlm tunggang isu polemik yg jadi negara punya jual sendiri khilafah kali indonesiagelap yg mereka naik
MasBRO_back,Sun Feb 23 15:16:28 +0000 2025,indonesia gelap hutan digundulin laut dipagerin simak aja
Jelli_cent,Fri Feb 21 08:52:41 +0000 2025,gimana ga indonesiagelap orang perintah pihak pd rakyat bahkan tegak hukum jg cari celah mjd kebal hukum diri sendiri mahasiswa sdh benar tolak ruu jaksa kalo jaksa tuju otoriter negara garong
Jumianto_RK,Thu Feb 27 04:12:16 +0000 2025,dampak kasus korupsi pertamina rugi negara capai rp triliun akibat pertamax oplos pom bbm swasta jadi ramai antri indonesia gelap
BBCIndonesia,Sat Feb 22 01:01:00 +0000 2025,enggak disabilitas aja cari kerja susah banget bagaimana disabilitas kata kirana hari kirana payung kursi roda ikut demonstrasi indonesiagelap hari jumat
msobri99,Fri Feb 21 09:57:59 +0000 2025,bapak kabur anak indonesiagelap
DrEvaChaniago,Fri Feb 21 16:03:06 +0000 2025,mau kasih tahu aja mobil komando yg pakai adik adik mahasiswa aksi indonesiagelap hari adalah mobil yg sama dgn mobil komando yg pakai ava mobil legend suara rakyat punya chemistry dg para dokter aktivis krn jadi langgan sejak
margianta,Sat Feb 22 16:39:57 +0000 2025,kemarin bingung kok indonesiagelap kena media blackout indo sepi banget media lokal nyata pimrednya sini
Boediantar4,Fri Feb 21 10:34:37 +0000 2025,jihad fisabilillah agama negara mu orang orang pilih pilih allah swt siap letus perang saudara allahu akbar indonesiagelap indonesiagelap
vyeimo83,Mon Feb 24 02:46:04 +0000 2025,aksi tolak mbg lanjut papua hari ribu gabung semua ajar sd smp smu paniai papua turun jalan tolak mbg jalan tni polri tuntut didik gratis indonesiagelap tolakmbg papuaviral
Boediantar4,Tue Feb 25 13:07:29 +0000 2025,lihat urus danantara malah pesimis lanjut indonesiagelap
BaseAnakFK,Sun Feb 23 23:00:08 +0000 2025,dunia sehat indonesia gelap gelap ada aja oknum remeh spesialis motivasi dokter mau nolong pasien ada dok oknum remeh didik koas residen plis fokus pasien jangan cari validasi profesi apalagi spesialis
Boediantar4,Sat Feb 22 11:42:52 +0000 2025,pagar laut batal cabut kemarin luhut ngomong indonesia gelap lha apa kalau negara kalah sama oligarki bukan lebih dar indonesiagelap ndasmu
blackshark7890,Tue Feb 25 23:04:43 +0000 2025,indonesia memang sangat gelap siapa pimpin sangat sulit lepas puruk korupsi makin terang an semua bidang kolusi makin nyata nepotisme malu dipertotonkan lepas sangat sulit jadi indonesia emas
lysavana1,Tue Feb 25 02:46:16 +0000 2025,indonesiagelap mulai pak kata langgar konstitusi berat tp malah gabung susul yg guna hak angket wes lah innalillahi danantara
MichelAdam717,Fri Feb 28 08:03:48 +0000 2025,lengser prabowo gibran indonesia hancur lebur urus jokowi urus prabowo gibran terus jokowi indonesia gelap gulita danantarakaramkannkri danantarakaramkannkri
Muslim_AntiPKI9,Thu Feb 27 00:10:49 +0000 2025,tambah yakin gue indonesiagelap indonesiandasmu
tempodotco,Mon Feb 24 03:43:56 +0000 2025,habis gelap terbit gelap idealisme mewah akhir milik pemuda mahasiswa turun jalan aksi massa indonesia gelap mungkin tak ingat kata kata tan malaka mereka praktik respons ada makin tak
nongandah,Thu Feb 27 08:24:38 +0000 2025,ikut seru salemba dua bebas indonesia gelap
tempodotco,Tue Feb 25 10:50:16 +0000 2025,tempothread editorial demonstrasi indonesia gelap ingat indonesia tak ambruk hancur a thread
DS_yantie,Thu Feb 27 06:35:41 +0000 2025,jabat nya rangkap jabat rakyat nya banyak yg gak punya kerja akibat phk cari kerja sulit lalu presiden tanya indonesia gelap apa yg gelap rakyat kompak jawab ndasmu yg gelap
komunitaskoj,Mon Feb 24 09:55:52 +0000 2025,ingat indonesia gelap muncul media sosial ekspresi kecewa bijak perintah prabowo subianto baru hari ungkap sebar bagai bahasa singapur malaysia salah satu liput
jawapos,Fri Feb 21 09:00:57 +0000 2025,lagu bayar bayar bayar nyanyi sukatani band madang aksi indonesia gelap langsung bundar patung kuda jakarta baca lengkap koranjawapos bacakoranjawapos jawaposcom bacajawaposcom jawapostv
RagilSemar,Wed Feb 26 07:58:40 +0000 2025,mas mbak mahasiswa presiden kalian komen soal indonesiagelap
berlianidris,Fri Feb 21 08:23:38 +0000 2025,ibu peduli rela anak lapar adalah cinta bukan sekadar makan indonesiagelap
BebySoSweet,Fri Feb 21 05:15:50 +0000 2025,suara adil engkau anak cucu tindas indonesiagelap
magdaleneid,Fri Feb 21 10:54:06 +0000 2025,massa aksi indonesiagelap nyanyi lagu bayar bayar bayar band punk sukatani simbol lawan bungkam musisi kritis aparat polisi indonesiagelap kamibersamasukatani
CutSarina5,Sat Feb 22 04:43:10 +0000 2025,bacot si opung jangan dengar ngak kalian anak muda bahkan yg keluarga kalau sempat pergi cari hidup yg lebih layak indonesiagelap indonesiagelap
__AnakKolong,Fri Feb 21 14:03:08 +0000 2025,nama kapoldanya aja ribut tak sekali bikin ribut tengil cok parcok kapan tobat indonesiagelap
neVerAl0nely,Fri Feb 21 08:05:20 +0000 2025,aksi indonesia gelap hari jakarta
tempodotco,Tue Feb 25 05:00:01 +0000 2025,susup grup cakap indonesia gelap mahasiswa ui siapa
NenkMonica,Wed Feb 26 13:30:17 +0000 2025,sepi berita demonstrasi mahasiswa indonesia gelap terus lanjut jumlah daerah selasa kota makassar polisi sempat tahan bas unjuk rasa aksi indonesia gelap mahasiswa langsung hingga senin malam
Faktacom_,Fri Feb 21 13:03:31 +0000 2025,demo indonesia gelap dekat patung kuda jakarta langsung hingga malam jumat aksi bakar bakar lepas petas kembang api unjuk rasa bawa tuntut lain kesah ruu ampas aset ruu masyarakat adat ruu
neVerAl0nely,Fri Feb 21 11:46:21 +0000 2025,salah satu peserte demo indonesia gelap turut suara isi hati buah orasi depan patung kuda jakarta pusat jumat efraim rupa kerja sengaja cuti turut aksi demo kali
