Username,Create time,Teks
PWYP_Indonesia,Fri Feb 14 11:44:18 +0000 2025,Publish What You Pay (PWYP) Indonesia firmly rejects the proposed Fourth Amendment to Law No. 4 of 2009 on Minerals and Coal (Minerba). This stance was conveyed by PWYP Indonesia s National Coordinator Aryanto Nugroho during a Public Hearing (RDPU) with the Legislative Body of https://t.co/2b6Oqn7AyY
anshory72,Sun Feb 16 05:17:23 +0000 2025,Dirjen Minerba: Kampus Tak Akan Jadi Pemegang Izin Usaha Pertambangan | https://t.co/Atdb4k8frG https://t.co/ImbKtLEsA5
kaltimkeceid,Thu Feb 13 11:52:24 +0000 2025,Ditarget rampung kurang dari sepekan pembahasan RUU Minerba dinilai sarat kepentingan. Serupa dengan pembahasan UU Cipta Kerja kepentingan publik dinilai kembali diabaikan. https://t.co/bvJ01OeZec
RadioElshinta,Thu Feb 13 06:14:49 +0000 2025,Badan Legislasi (Baleg) DPR RI menargetkan revisi Undang-Undang Pertambangan Mineral dan Batu Bara (UUMinerba) disahkan dalam rapat paripurna pada Selasa 18 Februari 2025 // Meskipun tidak masuk dalam Program Legislasi Nasional (Prolegnas) 2025 revisi UU Minerba telahmulai https://t.co/ZD22YA6FDM
Minerba_RS,Fri Feb 14 12:15:38 +0000 2025,？？？ https://t.co/dcDgYWxs2j
rmol_id,Thu Feb 13 01:12:14 +0000 2025,RUU Minerba Cegah Oligarki Pengelolaan Tambang https://t.co/jsNscGCm3k
HAYADDANG1121,Sat Feb 15 01:22:57 +0000 2025,@MINERBA_4th 오늘 이거 마시고 죽을듯요...
TrendAsia_Org,Wed Feb 12 14:07:47 +0000 2025,Tebak apa yang dilakukan pemerintah? Revisi UU Keselamatan Kerja? Enggak. Revisi UU Minerba? Iya! Bukannya memperbaiki keselamatan kerja pemerintah malah sibuk mempermudah tambang buat segelintir elite termasuk WIUPK untuk organisasi keagamaan &amp; universitas.
detikfinance,Fri Feb 14 11:01:22 +0000 2025,Bocoran RUU Minerba: Kampus Bukan Pemilik IUP Tambang tapi Penerima Manfaat https://t.co/AgGUtr7RWk
Tomoe_NEMI,Wed Feb 12 06:09:02 +0000 2025,@MINERBA_4th 사실그냥쿨쿨따나하고싶었어요
Mythicalforest,Thu Feb 13 14:36:43 +0000 2025,Anggaran pendidikan dipangkas tukin dosen tidak dibayar obral IUP buat kampus lewat revisi UU Minerba anggaran beasiswa dipangkas dsb dsb Literally seluruh lini dunia pendidikan dicekik rezim. Ya pekerjanya ya mahasiswanya Jangan lengah darurat pendidikan di depan mata! https://t.co/srZ4qAxAxl
politiknesiacom,Thu Feb 13 16:00:01 +0000 2025,Menteri Hukum Supratman Andi Agtas Ungkap 9 DIM Untuk RUU Minerba https://t.co/MJWHHHwprY
media_nikel,Fri Feb 14 13:57:14 +0000 2025,Evaluasi Harga Nikel &amp; Batu Bara Kementerian ESDM tengah mengevaluasi harga nikel dan batu bara guna memastikan keseimbangan suplai dan permintaan. Selengkapnya klik link berikut : https://t.co/pzbTh2OcHt #dirjenminerba #nikel https://t.co/X3KQbLBQCc
logos_id,Thu Feb 13 13:21:52 +0000 2025,Sekolah tidak mengajarkan bahwa perampasan ruang hidup rakyat adalah buah dari UU Minerba yang pro-investor atau bahwa korporasi tambang seringkali berkolusi dengan elit politik.
keuangannews_id,Wed Feb 12 06:51:19 +0000 2025,Bahlil Nonaktifkan Dirjen Migas Achmad Muchtasyar Posisi Sementara Digantikan Dirjen Minerba https://t.co/HU4NJZ7RXz lewat @Keuangan News
detikcom,Wed Feb 12 00:20:00 +0000 2025,Menkum Supratman mengatakan kewenangan perguruan tinggi mengelola tambang menunggu DIM RUU Minerba. Ia menyebut kemungkinan BUMN yang akan jadi perantaranya. https://t.co/qOXarJxQGB
HAYADDANG1121,Sat Feb 15 06:39:21 +0000 2025,@MINERBA_4th 데이지 커터 해주세요(?)
tribunnewswiki,Fri Feb 14 00:29:00 +0000 2025,Menteri ESDM Bahlil Lahadalia resmi tunjuk Tri Winarno sebagai Plh Dirjen Migas menggantikan Achmad Muchtasyar. Siapa sebenarnya Tri Winarno? Simak profil lengkapnya di sini! https://t.co/h5qGKhF8d7
HAYADDANG1121,Sat Feb 15 01:23:56 +0000 2025,@MINERBA_4th 그럴수도요 ㅋㅋㅋㅋ
minerba2010,Fri Feb 14 10:03:58 +0000 2025,e+通知だけで中身が分かるのは賢い所作なのか抽選結果に一喜一憂すんなという無言の圧力なのか 。 https://t.co/LRQEerKI6N
HAYADDANG1121,Sat Feb 15 03:45:04 +0000 2025,@MINERBA_4th 와 고수다!!!
ilhamiasnawi,Sat Feb 15 01:41:11 +0000 2025,Produksi Freeport Turun Jadi 60% Dirjen Minerba Ungkap Penyebabnya Jum'at 14/02/2025 17:17 WIB https://t.co/A3Fyq4UwFH
urdailydictator,Thu Feb 13 03:08:44 +0000 2025,baru tau kehutanan gada banner tolak RUU Minerba
minerba2010,Sat Feb 15 06:01:29 +0000 2025,森下はゲームを作るというより営業部長みたいな人だからな 。 会社が傾く頃に当たり商材を引く力があるって印象。 ガンホー、 社長の報酬高すぎ問題 に反論　株主提案の全議案に反対　「社長は面白いゲームを魂を込めて作り続けている」（ITmedia NEWS） #Yahooニュース https://t.co/DuTDnwG876
minerba2010,Sun Feb 16 09:14:49 +0000 2025,そしてなによりバンダイ版は挿絵の数が減らされているのが滅茶苦茶減点。 復刊するに辺りイラストの点数を減らしたバンダイ版ベースだったら悲しいなぁ。 銀狐のハルトマンも自分に銃口を向けてくるジムの怖さも高空から襲いかかるコアブースターも連邦製のMSを選べる頼もしさも全部ないんや 。 https://t.co/ZaaGdrd5OL
kutataSR,Sat Feb 15 04:59:44 +0000 2025,@MINERBA_4th 성은이 망극하오나이다 
BloombergTZ,Wed Feb 12 09:45:39 +0000 2025,ESDM Ungkap 9 Substansi Pokok RUU Minerba Dibahas Malam Ini https://t.co/VxKhcOW8SH
TEnET_YHA_P,Wed Feb 12 00:38:02 +0000 2025,@MINERBA_4th 아니지 너는 리게이자 코스어이자 센세지 https://t.co/VUjPl2rLNU
TEnET_YHA_P,Wed Feb 12 04:45:44 +0000 2025,@MINERBA_4th 세번이 있으면 4번도 있어 https://t.co/mYNqh6TUQR
TEnET_YHA_P,Wed Feb 12 13:34:22 +0000 2025,@MINERBA_4th 나도 당했으니 너도 당해봐라 https://t.co/TfqOSU4oSW
TEnET_YHA_P,Wed Feb 12 06:25:45 +0000 2025,@MINERBA_4th 거봐라 또 여장하잖아 안되겠다 나도 돈 벌고 아껴서 여장옷 줘야지 ㅎㅎㅎ https://t.co/82PtMoaYum
TEnET_YHA_P,Wed Feb 12 02:54:15 +0000 2025,@MINERBA_4th 그래서 다음 여장은 뭐야? https://t.co/z6tnKeXF8A
TEnET_YHA_P,Wed Feb 12 03:32:34 +0000 2025,@MINERBA_4th 정말 다음은 없어? https://t.co/4PQZneAXxN
spica0414,Sat Feb 15 08:26:18 +0000 2025,@MINERBA_4th 오늘 뭐 날인가요 ㅋㅋㅋㅋ
MINERBA_4th,Sun Feb 16 13:12:29 +0000 2025,@WHITELATTEKUN 놓으면 언니라고 불러주심? (???)
Minerba_RS,Fri Feb 14 13:22:49 +0000 2025,https://t.co/bdp3wri145
MINERBA_4th,Sun Feb 16 09:48:26 +0000 2025,@Kama_kuhn 내가 봤을 땐 그럼 아무튼 그럼
minerba2010,Sat Feb 15 15:20:19 +0000 2025,@Yamayama800 存じております。 小林誠さんはジェリド出撃命令でもオリジナルモビルアーマーのデザインをされていましたね。
GongBackOvO,Wed Feb 12 13:54:32 +0000 2025,@MINERBA_4th 역시 코스플레이어......
YSYXVIIIRoma,Thu Feb 13 11:05:05 +0000 2025,@MINERBA_4th 내 놋북의 스티커는 님이 붙여준거잖아여
agungwarancak,Fri Feb 14 08:50:13 +0000 2025,@zenithstar258 Maaf. Maksudnya JR UU Minerba 2022.
Kayoko_94,Sat Feb 15 04:20:54 +0000 2025,@MINERBA_4th 얼굴 가리면 다 잘어울리잖슴ㅋㅋㅋㅋ
MINERBA_4th,Sun Feb 16 12:55:35 +0000 2025,@WHITELATTEKUN 당연하다. 94년생이기 때문이다.
Arum1ng,Fri Feb 14 10:17:08 +0000 2025,@MINERBA_4th 쉬워서 다행이다 위에꺼 24계단 개어렵던데 ㅋㅋㅋㅋㅋㅋ
TEnET_YHA_P,Sun Feb 16 02:51:24 +0000 2025,@MINERBA_4th https://t.co/sw5VyEVGMY
MINERBA_4th,Sun Feb 16 07:21:19 +0000 2025,@R_SunDae96 하지만 사람은 실수를 반복하는...
mbahGandalf,Fri Feb 14 12:19:59 +0000 2025,@Me_LiverpoolFC Keren abis bro. Bisa merembet ke SDA yg lain dari sirtu (pasir-batu) s/d minerba... UJI NYALI &amp; MAMPUKAH PARA-PARA PEJABAT KELUAR DARI ZONA NYAMANNYA.
MINERBA_4th,Sun Feb 16 22:22:47 +0000 2025,@WHITELATTEKUN ㄱㄱ?
MINERBA_4th,Sun Feb 16 08:54:17 +0000 2025,@Kidou_S 
minerba2010,Sat Feb 15 12:35:15 +0000 2025,山口さんが桶兄さんのイラストをRPしてるのもまたSNSの面白さだなぁ。
minerba2010,Sun Feb 16 08:56:05 +0000 2025,このままトップガンダムもといジェリド出撃命令やシャアの帰還&amp;最期の赤い彗星も復刊すると良いね。 ズゴックの装甲がぶれてたりするのはバンダイ版で直っているのでこのあたりは引き継がれるんだろう。
MINERBA_4th,Sun Feb 16 22:57:52 +0000 2025,@Curry__D 안아줘요~
minerba2010,Fri Feb 14 12:04:10 +0000 2025,なんと！？サディアイベントきた？
MINERBA_4th,Sun Feb 16 08:45:36 +0000 2025,@qhfla 저런...
kompascom,Thu Feb 20 09:51:53 +0000 2025,Mahasiswa kembali turun ke jalan dalam aksi Indonesia Gelap di Patung Kuda Arjuna Wijaya Jakarta Kamis (20/2/2025). Salah satu isu yang disorot massa aksi adalah UU Minerba yang dinilai mempercepat kerusakan lingkungan. Seorang orator mendesak pemerintah untuk menindak alat https://t.co/Ds2vD6nAOS
walhinasional,Fri Feb 21 09:57:55 +0000 2025,Hari ini di aksi #IndonesiaGelap warga turun ke jalan atas begitu banyak rentetan kebijakan negara yang justru menyengsarakan warganya sendiri. Efisiensi anggaran 20 juta hektar hutan untuk pangan dan energi RUU Minerba yang dikebut semalam pendidikan dan kesehatan yang https://t.co/QvDXNHkbmT
YLBHI,Wed Feb 19 09:45:16 +0000 2025,Yayasan Lembaga Bantuan Hukum Indonesia (YLBHI) menolak keras pengesahan revisi UU Minerba yang memuluskan agenda perampasan tanah rakyat pengrusakan lingkungan dan kooptasi institusi perguruan tinggi. Menyikapi kebijakan revisi UU Minerba ini YLBHI mencatat 5 permasalahan https://t.co/v3QO1AVqUC
FPKSDPRRI,Mon Feb 24 06:34:00 +0000 2025,Setujui RUU Pertambangan Mineral dan Batubara (Minerba) Fraksi PKS Fokus pada Kebermanfaatan RUU Minerba yang kini telah ditetapkan menjadi Undang-undang disusun dengan tujuan meningkatkan tata kelola pertambangan di Indonesia dan memastikan keadilan serta kesejahteraan https://t.co/60k3JSwqpZ
__AnakKolong,Wed Feb 19 12:53:34 +0000 2025,HILIRISASI NDASMU | Kendati UU Minerba melarang ekspor konsentrat tembaga namun dalam situasi tertentu penguasa ndasmu dapat memberikan pengecualian misalnya akibat kebakaran smelter. Lalu penguasa membumbui' dgn berbagai dalih antara lain; agar ribuan pekerja https://t.co/CzwpWJQEvq
Dandhy_Laksono,Fri Feb 21 08:53:30 +0000 2025,Gak papa gak ikut retret. Yang penting tetap ikut UU Minerba. https://t.co/D7ZvIO8wQQ
NorthPersephone,Fri Feb 21 11:02:22 +0000 2025,#IndonesiaGelap omong kosong yang demo mahasiswa doang sampe dibilang buzzer dan mahasewa. noh dosen Jember juga turun ke lapangan karena merasakan keresahan tentang uu minerba yang menyerang akademisi. https://t.co/UGVv9N38dL
tempodotco,Fri Feb 21 08:45:02 +0000 2025,Pemerintah mengabaikan ancaman risiko Undang-Undang Minerba. Cara penguasa melegalkan pengelolaan tambang yang serampangan #TempoPlus https://t.co/wkpnds8JY3
antaranews,Fri Feb 21 08:27:35 +0000 2025,Rapat Paripurna DPR Selasa (18/2) mengesahkan RUU Perubahan Keempat Nomor 4 Tahun 2009 tentang Pertambangan Mineral dan Batu Bara (Minerba) menjadi Undang-Undang. Berikut poin-poin penting UU tersebut. Laman #infografik: https://t.co/z7o2BRbk1Y https://t.co/WFjFqXg8tC
SonoraFM92,Thu Feb 20 10:57:35 +0000 2025,17.55 #LiputanSonora Para mahasiswa tergabung dalam BEM melakukan Sumpah Mahasiswa sebelum melakukan orasi. Dalam demo bertema Indonesia Gelap mereka menyerukan cabut efisiensi pemotongan Anggaran Pendidikan/Kesehatan dan tolak UU Minerba. Via @bram92 https://t.co/NsMCOzyVfQ
PWYP_Indonesia,Tue Feb 25 08:18:43 +0000 2025,UU Minerba disahkan tapi apa benar untuk kepentingan rakyat? Koalisi PWYP Indonesia angkat suara atas disahkannya perubahan keempat UU No. 4 Tahun 2009 tentang Pertambangan Mineral dan Batubara. Ada banyak catatan kritis yang harus kita pahami! Yuk ikuti utasnya untuk https://t.co/ZwTbv4X6J3
erkaaw,Wed Feb 19 07:00:55 +0000 2025,Puncak komedi revisi uu minerba. Sambil geleng pinggang nulisnya. https://t.co/nEq5dMDVUQ
MongabayID,Wed Feb 26 05:05:03 +0000 2025,Dalam waktu kurang dari dua bulan revisi Undang-Undang Nomor 3/2020 tentang Pertambangan Mineral dan Batubara (Minerba) disahkan dalam rapat paripurna DPR pada 19 Februari. Foto oleh Teguh Suprayitno/Mongabay Indonesia Selengkapnya: https://t.co/Jsw7yBFUR3 https://t.co/XFHcxzNgfJ
DPDRI,Wed Feb 19 13:37:01 +0000 2025,Komite II DPD RI bersama DPR RI melaksanakan tugas dan fungsi legislasi untuk membahas Rancangan Undang-Undang (RUU) tentang Pertambangan Mineral dan Batu Bara (Minerba). #dpdri #komiteII #RUU #minerba #daridaerahuntukindonesia https://t.co/jGKkZzfrRd
golkarpedia,Fri Feb 21 11:59:00 +0000 2025,Ahmad Doli Kurnia: RUU Minerba Akomodir Masyarakat Adat Bentuk Usaha Pertambangan #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/J0yKRgT8Oe
petrominer_com,Sat Feb 22 04:36:53 +0000 2025,UU Minerba baru ini berpotensi menciptakan sejumlah implikasi mulai dari kebebasan akademik objektivitas ilmiah perguruan tinggi hingga potensi ancaman terhadap transisi energi #uuminerba #dprri #transisienergi #perguruantinggi #akademisi #petrominer https://t.co/BJ8V4mEJyD https://t.co/0FbLtsqZBt
petrominer_com,Sat Feb 22 04:39:08 +0000 2025,UU Minerba baru ini berpotensi menciptakan sejumlah implikasi mulai dari kebebasan akademik objektivitas ilmiah perguruan tinggi hingga potensi ancaman terhadap transisi energi #uuminerba #dprri #transisienergi #perguruantinggi #akademisi #petrominer https://t.co/BJ8V4mEbJ5 https://t.co/5bKgfbk5ZX
PKSejahtera,Tue Feb 25 04:28:10 +0000 2025,Setujui RUU Pertambangan Mineral dan Batubara (Minerba) Fraksi PKS Fokus pada Kebermanfaatan. ~Dr. H. Muh. Haris S.S. https://t.co/lCn0F0MF0u Anggota Badan Legislasi DPR RI dari Fraksi PKS https://t.co/90t67CjMkU
Dandhy_Laksono,Fri Feb 21 14:23:32 +0000 2025,Substansi UU Minerba. Sumber: @GreenpeaceID https://t.co/PYjKtUEX3N
shaljuy,Fri Feb 21 05:53:08 +0000 2025,Dengan RUU Minerba libatkan masyarakat pengelolaan sumber daya alam menjadi lebih inklusif. #DukungRUUMinerba https://t.co/Rxq31s2s2K
officialinews_,Tue Feb 18 08:22:24 +0000 2025,Perguruan tinggi batal mengelola tambang dalam revisi Undang-Undang (RUU) tentang Pertambangan Mineral dan Batu Bara (Minerba). Namun perguruan tinggi bisa menerima manfaat tambang melalui kerja sama dengan pemilik Izin Usaha Pertambangan (IUP). https://t.co/GJ2CZZwuMJ https://t.co/uk5Dd9IqFG
ilhamiasnawi,Tue Feb 18 21:50:44 +0000 2025,Menteri Bahlil Jelaskan 12 Poin Substansial dalam UU Minerba yang Baru Kampus Dapat Jatah Tambang https://t.co/BrzRBuWO7e
mediaindonesia,Fri Feb 21 07:54:38 +0000 2025,WAKIL Menteri Koperasi Ferry Joko Yuliantono mengungkapkan koperasi di Indonesia kini memiliki peluang untuk mengelola tambang mineral setelah disahkannya Undang-Undang Minerba. https://t.co/dZCTpSBXWr
350Indonesia,Tue Feb 25 09:50:53 +0000 2025,Disahkan revisi RUU Minerba dengan begitu cepatnya adalah cerminan nyata betapa DPR dan Pemerintah kita abai akan urgensi mengatasi bencana iklim. Yang kita dibutuhkan adalah regulasi yang memudahkan solusi seperti Energi Terbarukan berbasis masyarakat! https://t.co/75tFURBkGS
MINERBA_4th,Sat Feb 22 02:48:54 +0000 2025,전시회를 온 프로듀서가 인증샷을 찍는 모습을 찍은 사진 https://t.co/BUKeAEFnTZ
MINERBA_4th,Wed Feb 26 01:39:29 +0000 2025,수영복 아야네 전장 3성 드디어...! 아 야 네 조 아 . https://t.co/Ovd3xo19AR
betahita_id,Sun Feb 23 04:14:32 +0000 2025,Alih-alih membawa perbaikan dalam tata kelola sektor pertambangan revisi UU Minerba memperkuat dominasi industri ekstraktif dan mengabaikan hak masyarakat terdampak. https://t.co/JEtv7f8GXH
MINERBA_4th,Sat Feb 22 07:19:38 +0000 2025,앞에분 드시는 카레 비쥬얼이 이게 맞나요? https://t.co/zNtIMnp2Pq
KompasData,Wed Feb 26 03:11:17 +0000 2025,Ada yang luput dari perubahan dalam RUU Minerba. Salah satunya pasal yang selalu digunakan untuk mengkriminalisasi pembela lingkungan hidup masyarakat terdampak. #Opini #AdadiKompas https://t.co/K0hqtVj70m
NasDem,Fri Feb 21 14:34:19 +0000 2025,Wakil Ketua Badan Legislasi (Baleg) DPR RI @martinmanurung mengatakan RUU Pertambangan Mineral dan Batu Bara (Minerba) yang baru disetujui oleh DPR untuk disahkan menjadi UU memastikan keberpihakan kepada masyarakat lokal dan masyarakat adat. DPR menyetujui RUU Perubahan https://t.co/k4KUOQvb9E
golkarpedia,Mon Feb 24 02:59:00 +0000 2025,Menteri ESDM Bahlil Lahadalia Usai UU Minerba Disahkan: Tak Semua Perlu Ditenderkan #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/vxAHOeLu96
MINERBA_4th,Wed Feb 26 11:25:33 +0000 2025,어쩐지 요즘 잠잠한가 싶었더니 또 나쁜 계획을 꾸미고 있었어!!!!! 왜 나에게 이런 일이 생기는 거지?!?!?! https://t.co/ivKB49IRQB
jawapos,Wed Feb 19 04:39:00 +0000 2025,Revisi UU Minerba Resmi Disahkan Anggota Baleg DPR RI Sebut Ini Kado Untuk Rakyat https://t.co/rPb8ijLcyb
Beritasatu,Tue Feb 18 11:01:54 +0000 2025,Putri Zulhas Sebut UU Minerba Berkah buat UKM dan Koperasi https://t.co/UsBbkqKOMl
NarasiNewsroom,Wed Feb 19 00:48:29 +0000 2025,Keputusan ini disahkan menjadi UU pada rapat paripurna DPR RI di Jakarta Selasa (18/2/2025). Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia mengatakan dalam UU Minerba ini perguruan tinggi tidak akan mendapatkan IUP untuk mengelola tambang melainkan hanya https://t.co/EAfPZN3tQz
Minerba_RS,Sun Feb 23 11:39:27 +0000 2025,一見速そうに見えたけど、 2セク以降はレビンに完敗 https://t.co/6F7kIx0jK0
dncowww,Thu Feb 27 15:55:37 +0000 2025,First time coaching MINERBA langsung pressure https://t.co/qJ4lwKYY2i
irnmeres,Sun Feb 23 16:27:07 +0000 2025,Riil sih faktor 'merasa tidak terdampak'. Ngomongin UU Minerba aja tmn w yg kerja di perusahaan coal mining bilang masyarakat wilayah itu yg offering tanahnya dan udah dikasi royalti juga gurl 'oknum' masyarakat itu bs kedorong utk offering tanah krn provoke syp?... Exactly
minee_c55v,Thu Feb 27 00:59:07 +0000 2025,Escribieron mi nombre con b..minerba 
KangManto123,Tue Feb 18 08:46:05 +0000 2025,13 Point Tuntutan Mahasiswa pada demo #IndonesiaGelap 17-18 Feb 2025 1. Pendidikan gratis &amp; batalkan pemangkasan anggaran pendidikan 2. Cabut PSN bermasalah 3. Tolak revisi UU Minerba 4. Hapus Dwifungsi ABRI 5. Sahkan RUU Masyarakat adat 6. Cabut inpres no.1/2025 7. Evaluasi https://t.co/go3r6rHirg
NgawiDemokrat,Thu Feb 20 13:25:15 +0000 2025,Benny Harman Minta Revisi UU Minerba Perkuat Perlindungan Masyarakat Adat dan Kelestarian Lingkungan https://t.co/0QVuixqLBu
jawapos,Tue Feb 18 04:33:01 +0000 2025,Paripurna DPR Sahkan Revisi UU Minerba Kini Ormas dan UMKM Bisa Kelola Tambang https://t.co/cPYJiASo0w
Bisniscom,Tue Feb 18 09:49:15 +0000 2025,RUU Minerba: Skema DMO Pemegang IUP Wajib Penuhi Kebutuhan BUMN https://t.co/nksz58nnVs
yayasanepistema,Tue Feb 25 03:57:00 +0000 2025,Menyoal Revisi Kilat UU Minerba|https://t.co/xh2WAWh09R
squadgolkar,Mon Feb 24 03:39:31 +0000 2025,Poin Penting Pengesahan RUU Minerba: Ormas Bisa Kelola Tambang Kampus Tidak Menteri ESDM Bahlil Lahadalia #golkarindonesia #golkarpedia #golkarsolid #partaigolkar #bahlillahadalia https://t.co/YKuNlv8qcW
rmol_id,Wed Feb 26 10:04:01 +0000 2025,Pakai HBA Dirjen Minerba Pastikan Harga Batubara Ekspor Lebih Stabil https://t.co/R5FWb0n1ZA
BennyKeef,Fri Feb 21 04:14:37 +0000 2025,UU Minerba yg baru kok jadi sepi gini ya? Dampak terhadap lingkungan hidup gimana??
BloombergTZ,Tue Feb 25 04:31:05 +0000 2025,Usai UU Minerba Sah Muncul Usul RUU Hilirisasi Minerba dari DPD https://t.co/BNGjbREifV
Minerba_RS,Thu Feb 27 13:24:40 +0000 2025,「EJ20と違う ? いや、EJ20はEJ20でも !?」 1分後 「わかる奴がちょっと見ればすぐわかる このエンジンは本格的なレース用のエンジンだ!!」 https://t.co/D86nS2M5IU
squadgolkar,Sat Feb 22 12:16:02 +0000 2025,Baleg DPR RI UU Minerba Jadikan Perguruan Tinggi Penerima Manfaat Anggota Baleg DPR RI Karmila Sari #golkarindonesia #golkarpedia #golkarsolid #partaigolkar #bahlillahadalia #karmilasari https://t.co/GbbGRNnwIQ
herculep638,Fri Feb 21 01:02:00 +0000 2025,Tuntutan mencakup pencabutan Inpres No 1/2025 ttg transparansi pembangunan transparansi dan evaluasi program makan bergizi gratis penolakan revisi UU Minerba penolakan dwifungsi militer pengesahan RUU Perampasan Aset serta tuntutan mengadili Jokowi https://t.co/xlTCyjj8oR
Minerba_RS,Wed Feb 26 06:27:05 +0000 2025,ウィークリースペシャルイベント。 上位陣のハイペース、燃料消費、タイヤ摩耗に苦戦し試行回数約30回 https://t.co/d06L98tsiS
politikana,Thu Feb 20 23:45:16 +0000 2025,DPR Setujui Draf RUU Minerba Saat Ribuan Mahasiswa Aksi Indonesia Gelap Tolak Pengesahannya #IndonesiaGelap https://t.co/uiiC3QkxmY
Fortune_IDN,Thu Feb 20 07:00:01 +0000 2025,UU Minerba Sah MITI: Sangat Bernuansa Pesanan Swasta https://t.co/8a5k6SyBQZ
MINERBA_4th,Sat Feb 22 12:15:37 +0000 2025,오늘은 이런 곳을 다녀왔습니다. https://t.co/Kdn1hXViQ0
MINERBA_4th,Tue Feb 25 12:15:00 +0000 2025,오늘은 내가 이겼다... https://t.co/5BR9ppsAW2
politiknesiacom,Wed Feb 19 01:00:01 +0000 2025,Menteri ESDM Bahlil Lahadalia Perjuangkan Pengesahan RUU Minerba: Ini Jihad Konstitusi! https://t.co/FkM6AFRjT2
mutonk,Thu Feb 27 11:00:49 +0000 2025,Nyari UU Minerba juga belom nemu 
KuretaID,Sat Feb 22 00:08:36 +0000 2025,Revisi UU Minerba Dinilai Pangkas Kewenangan Daerah dan Merugikan Masyarakat Akar Rumput https://t.co/CUkNrUWxN0
MINERBA_4th,Sat Feb 22 02:04:16 +0000 2025,이런 곳을 왔습니다. (입장권 없어서 안들어감) https://t.co/1Nnrb6PkAX
MINERBA_4th,Sat Feb 22 11:31:46 +0000 2025,2만 9천보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/1Y6RKPD3ap
4_Golkar,Sat Feb 22 04:53:56 +0000 2025, Ini menunjukkan ada prinsip keadilan yang disampaikan oleh pemerintah dan legislatif. https://t.co/myvYahuB49 #partaigolkar #golkarpedia #golkarindonesia #golkarsolid #bahlillahadalia https://t.co/prhENBJFxm
wietj4k,Tue Feb 25 03:21:32 +0000 2025,Jas Merah @narkosun Kalau saja @PDI_Perjuangan gak menang di Pileg 2014 dan 2019 dan tdk dukung Perubahan UU KPK UU Omnibuslaw UU Minerba dan tdk dukung si Kowi di Pilpres 2014 dan 2019 mungkin saat ini rakyat Indonesia sejahtera dan persatuan dan kesatuan msh sangat baik.
MediaVoi,Thu Feb 27 10:40:14 +0000 2025,Usai Minerba Wamenkop Pede Koperasi Bisa Kelola Tambang Minyak dan Gas https://t.co/sSCFZO2LcA
politiknesiacom,Mon Feb 24 13:49:36 +0000 2025,UU Minerba Disahkan Menteri ESDM Bahlil Lahadalia Ingin Roh Pasal 33 UUD 45 Hidup Kembali https://t.co/P8s9JkuZNM
politiknesiacom,Sun Feb 23 10:30:00 +0000 2025,Menteri Maman Abdurrahman Senang di UU Minerba UKM Boleh Kelola Lahan Tambang https://t.co/6P5Ott2uON
MINERBA_4th,Tue Feb 25 13:10:15 +0000 2025,먼저 자러 가볼게요... 
yayasanepistema,Thu Feb 20 02:59:00 +0000 2025,UU Minerba Sah Ini Cerita Seri Baru Bloody Nickel |https://t.co/lHRqypKm69
xZHAx,Thu Feb 20 08:07:35 +0000 2025,minerba rando
kitsunekoneko_,Wed Feb 26 03:53:26 +0000 2025,nelpon esdm diarahin ke ditjen minerba nelpon ditjen minerba nomor nya ga aktif. niat kerja gak anjing
MINERBA_4th,Thu Feb 27 11:14:21 +0000 2025,저보다 19렙 잘해요.
merdika_id,Tue Feb 25 02:27:14 +0000 2025,Pengelolaan tambang yg sesuai dg Pasal 33 UUD 1945 harus fokus memprioritaskan kemakmuran rakyat &amp; kelestarian lingkungan. Untuk itu diperlukan UU Perekonomian Nasional yg memastikan amanat Pasal 33 dapat diterapkan dlm setiap kegiatan ekonomi nasional. https://t.co/nZuxSLp19Y
MINERBA_4th,Tue Feb 25 03:17:38 +0000 2025,RT) ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
klikwarta_com,Thu Feb 27 16:35:12 +0000 2025,Wamenkop: Setelah Minerba Koperasi Bisa Kelola Tambang Minyak dan Gas https://t.co/LSUe24Yfuu
minerba2010,Sun Feb 23 07:02:44 +0000 2025,本日のグルームヘイヴン獅子のあぎとシナリオ23 勇者の中の勇者。 観客席で観客殴ってるだけなので割と暇w https://t.co/qoTRAavlhO
golkarpedia,Fri Feb 21 15:59:00 +0000 2025,Firnando Ganinduto: UU Minerba Hadirkan Pengelolaan Tambang Lebih Inklusif Untuk Rakyat #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/UPpqBdBvgA
